umur,pekerjaan,status_pernikahan,kredit,saldo,cicilan,pinjaman,membership
51,blue-collar,married,no,4787,yes,no,yes
39,services,single,no,600,no,no,no
43,blue-collar,married,no,1617,yes,no,no
35,blue-collar,married,no,-210,yes,yes,no
34,unemployed,married,no,428,yes,no,no
51,blue-collar,married,no,984,yes,no,no
50,management,married,no,732,no,no,no
48,management,divorced,no,351,yes,no,no
54,blue-collar,married,no,5521,yes,no,no
30,management,married,no,8623,no,no,no
45,housemaid,married,no,317,yes,no,no
40,blue-collar,single,no,446,yes,no,no
56,technician,married,no,2847,no,no,yes
49,management,married,no,519,yes,no,no
55,blue-collar,married,no,1358,no,no,no
35,blue-collar,married,no,0,yes,yes,no
38,blue-collar,married,no,6994,yes,no,no
42,technician,married,no,233,no,no,no
36,blue-collar,single,no,1822,yes,no,yes
35,technician,single,no,16,yes,no,yes
37,technician,married,no,720,yes,no,no
54,technician,married,no,3323,yes,yes,no
57,blue-collar,married,no,5949,yes,no,no
36,technician,single,no,524,yes,no,no
53,admin.,married,no,35,yes,no,no
65,retired,married,no,20806,no,no,yes
35,admin.,married,no,126,yes,no,no
35,blue-collar,married,no,2926,yes,no,no
28,technician,married,no,139,yes,yes,no
49,management,married,no,78,yes,no,no
27,student,single,no,3687,no,no,no
37,admin.,single,no,810,yes,no,no
35,technician,single,no,458,yes,no,no
35,blue-collar,married,no,1993,yes,no,no
54,unemployed,married,no,377,no,no,yes
31,admin.,married,no,941,yes,no,no
55,self-employed,married,no,12159,yes,no,no
39,admin.,married,no,217,yes,no,no
48,management,married,no,4415,yes,no,yes
44,self-employed,divorced,no,522,yes,no,no
34,student,single,no,3404,yes,no,no
36,self-employed,married,no,1094,yes,no,no
45,blue-collar,married,no,31,no,no,no
32,technician,married,no,303,yes,no,yes
60,admin.,divorced,no,12039,no,no,yes
38,technician,married,no,3234,no,no,no
42,blue-collar,married,no,363,no,no,no
40,entrepreneur,married,no,2310,yes,yes,no
28,student,single,no,11555,no,no,no
68,retired,married,no,1759,no,no,no
52,services,married,no,821,yes,yes,no
37,admin.,married,no,2693,yes,no,no
34,blue-collar,married,no,11,yes,no,no
67,retired,married,no,1443,no,no,yes
34,technician,married,no,2726,yes,no,no
35,blue-collar,married,no,21,yes,no,no
27,technician,single,no,4661,no,no,yes
27,services,single,no,128,no,no,no
33,management,single,no,259,no,no,no
46,blue-collar,married,no,1204,yes,no,no
57,management,married,no,1287,yes,no,no
32,management,single,no,1781,no,no,yes
36,entrepreneur,married,no,419,yes,no,no
34,technician,married,no,209,yes,yes,no
39,technician,single,no,1048,yes,yes,no
26,admin.,married,no,3415,no,no,yes
55,unemployed,married,no,12,no,no,no
50,technician,single,no,-97,yes,no,no
60,unemployed,married,no,2000,no,no,no
32,technician,married,no,1951,yes,no,no
71,housemaid,married,no,227,no,no,no
58,blue-collar,married,no,189,yes,no,no
61,housemaid,married,no,1389,no,no,no
33,management,single,no,318,yes,no,yes
32,admin.,single,no,5,yes,yes,no
50,management,married,no,5043,yes,yes,no
46,entrepreneur,married,no,4726,yes,no,no
32,self-employed,single,no,562,yes,yes,no
44,admin.,married,no,1807,yes,yes,no
48,admin.,single,no,1234,yes,no,no
25,admin.,single,no,654,no,no,no
35,management,married,no,1725,yes,yes,no
56,technician,married,no,655,yes,yes,no
46,management,married,no,964,yes,no,no
33,blue-collar,married,no,370,yes,no,no
21,student,single,no,423,no,no,yes
35,management,married,no,24,yes,no,no
39,management,married,no,271,yes,no,no
30,technician,single,no,2544,no,no,yes
41,blue-collar,married,no,1521,yes,no,no
39,services,married,no,702,yes,no,no
27,student,single,no,2614,no,no,yes
40,technician,married,no,1832,no,no,no
30,services,single,no,1268,yes,no,yes
36,blue-collar,married,no,536,yes,no,yes
54,entrepreneur,married,no,1063,yes,no,no
36,management,single,no,223,yes,no,no
31,management,single,no,1088,yes,no,yes
42,blue-collar,married,no,3168,yes,no,no
24,student,single,no,745,yes,no,no
27,admin.,married,no,1293,yes,no,yes
26,blue-collar,married,no,352,yes,no,no
37,technician,married,no,523,yes,no,no
29,management,single,no,1377,no,no,yes
38,blue-collar,single,no,2580,yes,no,yes
50,blue-collar,married,no,562,yes,no,no
23,admin.,single,no,314,no,yes,yes
30,management,married,no,357,yes,no,no
37,services,single,no,248,yes,no,no
35,unemployed,married,no,1057,yes,no,no
38,technician,married,no,206,no,no,yes
29,technician,married,no,23,yes,no,no
25,admin.,single,no,1420,no,no,no
58,retired,divorced,no,5253,no,no,no
38,blue-collar,married,no,13849,yes,no,no
32,technician,married,no,344,yes,no,no
33,blue-collar,married,no,331,yes,no,no
44,blue-collar,married,no,1704,yes,no,no
54,admin.,married,no,546,yes,no,no
37,technician,single,no,3315,yes,no,no
48,management,divorced,no,507,yes,no,no
36,blue-collar,married,no,2730,yes,no,no
30,technician,single,no,3286,yes,no,yes
57,blue-collar,married,no,1412,yes,no,no
26,student,single,no,766,no,no,no
41,services,married,no,803,yes,no,yes
28,management,single,no,781,no,no,no
53,blue-collar,married,no,1090,yes,no,no
34,management,married,no,159,yes,yes,no
55,admin.,married,no,2038,no,no,yes
39,management,married,no,272,yes,no,no
33,technician,single,no,719,yes,no,yes
51,blue-collar,divorced,no,155,yes,yes,no
33,services,married,no,-329,yes,no,no
39,technician,married,no,6533,yes,no,no
42,technician,married,no,254,yes,no,no
39,technician,married,no,958,yes,no,no
49,admin.,married,no,909,yes,no,no
34,blue-collar,married,no,1451,yes,no,no
42,management,married,no,1773,no,no,no
53,admin.,single,no,2892,no,no,yes
56,blue-collar,married,no,247,no,no,no
35,management,married,no,0,yes,yes,no
59,admin.,married,no,817,no,no,no
29,blue-collar,single,no,314,yes,no,no
32,admin.,married,no,393,yes,no,no
34,unemployed,married,no,438,yes,yes,no
35,admin.,married,no,159,yes,no,no
36,management,married,no,1198,yes,no,no
35,blue-collar,married,no,63,yes,no,no
36,admin.,married,no,3268,no,no,no
42,technician,married,no,488,no,no,no
51,blue-collar,married,no,5131,yes,no,no
34,services,single,no,25,yes,yes,no
43,management,married,no,275,no,no,no
47,admin.,married,no,0,no,no,no
48,services,divorced,no,3186,no,yes,no
35,admin.,married,no,898,yes,no,yes
58,retired,married,no,2126,no,no,no
42,entrepreneur,married,no,0,yes,no,yes
55,management,divorced,no,271,yes,no,no
34,technician,married,no,1012,yes,yes,no
35,admin.,married,no,-312,no,no,no
34,self-employed,single,no,1261,yes,no,no
30,blue-collar,married,no,177,yes,no,no
40,management,divorced,no,1315,yes,no,no
43,blue-collar,married,no,664,yes,no,no
55,self-employed,married,no,2408,no,no,no
29,admin.,married,no,332,no,no,yes
34,blue-collar,married,no,1235,yes,yes,no
31,services,single,no,900,yes,no,no
53,admin.,divorced,no,2647,yes,no,no
39,management,married,no,399,no,no,no
68,retired,divorced,no,695,no,no,yes
20,student,single,no,1819,no,no,yes
31,blue-collar,single,no,501,yes,no,no
39,admin.,married,no,0,no,no,no
36,entrepreneur,married,no,0,yes,no,no
30,management,single,no,2544,no,no,yes
41,blue-collar,married,no,3658,yes,no,no
30,technician,single,no,987,no,no,no
37,technician,single,no,1590,yes,no,no
31,admin.,single,no,3323,yes,no,no
40,management,single,no,-318,yes,yes,no
40,blue-collar,married,no,1074,yes,no,no
40,blue-collar,married,no,1554,yes,no,no
34,entrepreneur,married,no,1847,yes,no,no
38,admin.,single,no,-898,yes,no,no
32,blue-collar,married,no,759,yes,no,yes
34,services,married,no,404,yes,no,no
25,management,single,no,565,yes,no,no
34,admin.,married,no,899,yes,no,no
46,blue-collar,married,no,952,yes,no,no
28,management,divorced,no,229,yes,no,yes
36,blue-collar,single,no,5396,yes,no,no
37,management,divorced,no,443,yes,no,no
35,entrepreneur,married,no,7962,yes,no,no
36,technician,married,no,569,yes,no,no
39,technician,married,no,1161,yes,no,no
33,management,married,no,0,no,no,no
32,technician,married,no,1539,yes,no,no
36,management,married,no,1,yes,yes,no
40,management,married,no,1548,yes,no,no
43,blue-collar,married,no,2901,yes,no,no
29,blue-collar,married,no,18,yes,no,no
35,technician,married,no,327,yes,no,no
43,blue-collar,married,no,678,yes,yes,no
41,blue-collar,married,no,-56,yes,no,no
42,entrepreneur,married,no,1068,yes,no,no
45,blue-collar,married,no,96,yes,no,yes
36,admin.,single,no,2556,yes,no,no
34,admin.,married,no,1499,yes,no,no
34,blue-collar,married,no,837,yes,yes,no
30,management,married,no,1418,yes,yes,no
29,technician,single,no,110,yes,no,yes
52,blue-collar,married,no,8180,yes,no,no
31,blue-collar,married,no,1406,yes,yes,yes
44,admin.,divorced,no,21,yes,no,no
39,services,divorced,no,0,yes,no,yes
43,blue-collar,divorced,no,59,yes,no,no
45,admin.,single,no,946,yes,no,no
60,management,married,no,252,yes,yes,no
49,blue-collar,single,no,8982,yes,no,no
31,management,married,no,357,yes,no,no
31,blue-collar,married,no,1716,yes,no,no
38,admin.,divorced,no,3834,yes,no,no
30,blue-collar,single,no,464,yes,no,no
43,blue-collar,married,no,1288,yes,no,no
43,blue-collar,married,no,2355,yes,yes,no
38,blue-collar,married,no,1663,yes,no,no
42,blue-collar,married,no,7735,yes,no,no
41,technician,married,no,816,yes,yes,no
30,admin.,married,no,695,yes,no,no
37,entrepreneur,single,no,-961,no,no,no
40,blue-collar,married,no,3090,yes,no,no
49,admin.,divorced,no,190,yes,no,no
34,management,married,no,1116,yes,no,no
39,admin.,married,no,201,yes,no,no
48,blue-collar,married,no,3752,yes,no,no
42,blue-collar,married,no,2103,yes,no,yes
31,entrepreneur,divorced,no,290,yes,no,no
35,management,single,no,1599,yes,yes,yes
34,technician,single,no,925,yes,no,yes
41,admin.,married,no,5110,yes,no,no
40,admin.,married,no,5087,yes,no,no
31,technician,married,no,5467,yes,no,no
40,services,married,no,1293,yes,no,no
43,blue-collar,divorced,no,515,yes,no,no
50,admin.,divorced,no,-194,yes,no,no
56,blue-collar,married,no,2765,no,no,no
26,management,single,no,-3,no,no,yes
37,blue-collar,married,no,897,yes,no,no
28,blue-collar,married,no,631,yes,no,no
33,management,single,no,215,yes,no,no
29,services,divorced,no,84,yes,no,yes
31,management,single,no,999,yes,no,no
52,blue-collar,married,no,543,yes,no,no
36,admin.,single,no,587,yes,no,no
27,services,single,no,150,no,no,no
44,self-employed,single,no,1367,yes,no,yes
30,self-employed,married,no,1772,yes,no,no
30,blue-collar,married,no,-93,yes,no,no
35,blue-collar,married,no,5271,yes,no,no
80,retired,married,no,1861,no,no,no
57,management,married,no,1318,no,no,no
33,blue-collar,married,no,91,yes,no,no
32,admin.,divorced,no,410,yes,no,no
59,blue-collar,married,no,11066,no,no,no
24,technician,single,no,139,no,no,no
38,technician,married,no,52,yes,no,no
45,blue-collar,married,no,863,yes,no,no
39,services,married,no,554,yes,no,no
32,services,single,no,758,yes,no,no
33,technician,single,no,318,yes,no,no
35,blue-collar,married,no,120,yes,no,no
44,services,married,no,1450,yes,no,no
36,services,single,no,1405,yes,no,no
34,management,married,no,703,yes,no,yes
41,management,married,no,-456,no,no,no
40,self-employed,married,no,13669,no,no,no
45,technician,single,no,237,yes,no,no
36,technician,married,no,15485,no,no,yes
33,management,married,no,0,yes,no,yes
59,technician,married,no,0,yes,no,no
25,student,single,no,1765,yes,no,no
35,unemployed,married,no,2080,yes,no,no
82,housemaid,married,no,2140,no,no,no
58,blue-collar,married,no,5445,yes,no,no
31,blue-collar,single,no,609,yes,no,no
34,management,single,no,2646,no,no,yes
40,technician,married,no,1641,yes,no,no
33,admin.,single,no,572,yes,no,yes
22,student,single,no,107,no,no,yes
32,technician,married,no,765,yes,yes,yes
37,technician,married,no,474,yes,no,no
66,retired,married,no,3473,no,no,no
54,admin.,married,no,3136,yes,no,no
32,blue-collar,married,no,180,yes,no,no
36,management,single,no,4394,yes,no,no
36,management,divorced,no,102,yes,no,no
36,services,single,no,-253,yes,no,yes
29,services,married,no,690,yes,no,no
65,management,married,no,5251,no,no,no
54,housemaid,married,no,0,no,no,no
44,admin.,divorced,no,0,no,no,yes
65,retired,married,no,2,no,no,yes
43,admin.,married,no,1159,yes,no,no
38,admin.,married,no,766,yes,no,no
32,blue-collar,married,no,1287,yes,no,no
62,retired,married,no,1084,no,no,yes
25,management,single,no,702,no,no,no
27,self-employed,married,no,10005,yes,no,no
61,self-employed,divorced,no,6,yes,no,yes
40,technician,single,no,1175,no,no,yes
41,housemaid,married,no,0,no,no,yes
30,technician,single,no,2731,yes,no,no
65,retired,married,no,2173,no,no,no
32,technician,single,no,1012,no,no,no
75,retired,divorced,no,105,no,no,no
24,management,married,no,448,no,no,yes
35,blue-collar,married,no,106,yes,no,no
33,blue-collar,single,no,1254,yes,no,no
77,retired,divorced,no,4659,no,no,yes
62,housemaid,married,no,1528,no,no,yes
34,blue-collar,single,no,47,yes,no,no
29,services,married,no,489,yes,no,no
30,unemployed,married,no,330,no,no,yes
34,services,married,no,6662,yes,yes,no
78,retired,divorced,no,2628,no,no,no
33,admin.,single,no,867,yes,no,no
29,admin.,single,no,731,no,no,yes
43,blue-collar,married,no,2273,yes,no,no
32,management,single,no,574,yes,no,no
34,admin.,married,no,395,yes,no,no
36,management,married,no,926,no,no,yes
39,blue-collar,married,no,7685,yes,no,no
56,technician,married,no,3931,no,no,no
49,blue-collar,married,no,1111,yes,yes,no
36,blue-collar,married,no,325,no,no,no
33,admin.,married,no,2374,yes,no,no
33,admin.,single,no,549,yes,no,no
58,blue-collar,married,no,0,no,yes,no
29,unemployed,single,no,25,no,no,yes
78,unknown,married,no,2235,no,no,yes
56,services,divorced,no,6101,no,no,no
53,blue-collar,married,no,1311,no,no,no
34,admin.,single,no,852,no,no,no
59,blue-collar,married,no,681,yes,no,no
57,services,divorced,no,1877,yes,no,no
31,management,single,no,2384,yes,no,no
41,blue-collar,married,no,875,yes,no,no
52,services,married,no,2904,yes,no,no
35,services,divorced,no,877,yes,no,no
65,management,married,no,587,no,no,yes
52,management,married,no,1944,yes,no,no
40,technician,married,no,0,no,no,no
43,services,married,no,205,yes,no,no
39,blue-collar,married,no,-145,yes,no,no
35,admin.,married,no,5250,yes,no,no
86,retired,married,no,0,no,no,no
43,services,married,no,2557,yes,no,yes
51,services,married,no,421,yes,no,no
37,services,married,no,381,yes,no,no
51,entrepreneur,married,no,726,yes,yes,no
70,retired,divorced,no,275,no,no,yes
32,services,married,no,1129,yes,no,yes
46,technician,married,no,2149,yes,no,yes
40,services,divorced,no,1062,yes,no,no
33,management,single,no,1271,yes,no,yes
30,services,married,no,292,yes,yes,no
30,blue-collar,single,no,4,no,no,no
33,management,married,no,336,no,no,yes
28,technician,single,no,0,yes,no,no
61,retired,married,no,1515,yes,no,no
41,services,married,no,1836,yes,yes,no
39,admin.,single,no,238,yes,no,no
37,management,married,no,46,yes,no,no
46,management,married,no,4105,yes,no,no
32,services,single,no,-55,yes,no,no
32,technician,single,no,674,yes,yes,no
49,blue-collar,married,no,3915,yes,no,no
48,blue-collar,married,no,1738,yes,no,no
36,technician,married,no,543,yes,no,no
57,blue-collar,married,no,12048,yes,no,no
53,self-employed,divorced,no,8112,yes,yes,no
33,management,married,no,4020,yes,yes,no
26,technician,married,no,744,no,no,no
36,self-employed,married,no,11387,no,no,no
32,technician,married,no,-292,yes,yes,no
33,blue-collar,married,no,215,no,no,no
47,unemployed,divorced,yes,342,yes,no,no
31,blue-collar,married,no,1131,yes,yes,no
36,management,married,no,1160,yes,no,no
38,admin.,married,no,293,no,no,no
34,services,single,no,194,yes,yes,no
33,admin.,married,no,855,no,no,yes
58,self-employed,married,no,1636,no,no,no
61,management,married,no,0,yes,no,no
57,services,married,no,491,yes,no,yes
50,self-employed,married,no,202,yes,no,no
62,blue-collar,married,no,180,no,no,yes
41,blue-collar,married,no,217,yes,no,no
32,services,single,no,133,no,no,yes
34,management,married,no,0,no,no,no
28,management,married,no,152,yes,no,no
33,management,married,no,2173,yes,no,no
39,blue-collar,single,no,649,yes,no,yes
70,retired,married,no,853,no,no,no
29,management,married,no,5698,no,no,no
41,blue-collar,married,no,2689,yes,no,yes
38,blue-collar,divorced,no,1344,yes,no,no
44,management,single,no,897,yes,yes,no
38,technician,single,no,8381,no,no,no
31,services,single,no,205,yes,no,no
76,housemaid,divorced,no,1411,no,no,yes
36,admin.,single,no,11174,yes,no,yes
58,blue-collar,single,no,3612,yes,no,no
58,retired,divorced,no,2745,no,yes,no
53,housemaid,married,no,2581,no,no,no
44,blue-collar,single,no,0,yes,no,no
47,housemaid,married,no,2290,no,no,no
27,technician,single,no,439,yes,no,yes
54,blue-collar,divorced,no,2656,yes,no,no
19,student,single,no,626,no,no,no
59,blue-collar,married,no,3302,no,no,no
32,management,single,no,3981,yes,no,no
42,admin.,divorced,no,2397,yes,no,no
32,blue-collar,married,no,388,yes,no,no
31,admin.,single,no,430,yes,no,no
50,services,married,no,254,yes,no,no
27,blue-collar,single,no,484,yes,no,no
31,management,single,no,0,yes,no,no
44,blue-collar,married,no,4581,yes,no,no
38,management,single,no,6158,yes,no,yes
35,blue-collar,married,no,444,yes,no,no
32,housemaid,divorced,no,-613,yes,no,no
37,blue-collar,single,no,3649,yes,no,no
69,retired,married,no,21446,no,no,no
40,technician,married,no,677,yes,no,no
30,unemployed,single,no,1683,no,no,no
31,services,married,no,407,yes,no,no
34,technician,single,no,2660,yes,no,no
40,admin.,single,no,985,yes,no,no
34,technician,single,no,1393,yes,no,no
37,management,single,no,876,yes,no,no
30,blue-collar,married,no,837,yes,no,no
56,blue-collar,married,no,3498,no,no,yes
31,management,single,no,2317,no,no,no
51,unemployed,married,no,1801,no,no,yes
39,management,married,no,937,no,no,yes
35,management,divorced,no,26,no,no,yes
52,blue-collar,married,no,281,yes,no,no
59,management,divorced,no,893,yes,no,no
32,blue-collar,married,yes,-53,yes,no,yes
51,housemaid,married,no,2337,yes,no,yes
33,services,married,no,1397,yes,no,no
37,technician,married,no,1762,no,no,yes
39,technician,married,no,0,yes,no,no
72,retired,married,no,4269,no,no,no
32,blue-collar,single,no,760,yes,no,no
36,blue-collar,married,no,453,yes,no,no
32,self-employed,single,no,202,yes,no,no
29,blue-collar,single,no,1232,yes,no,no
42,technician,divorced,no,2189,no,no,no
33,housemaid,single,no,23663,yes,no,no
67,retired,married,no,2301,no,no,no
40,technician,married,no,158,yes,no,no
35,management,single,no,1350,yes,no,no
43,blue-collar,single,no,1306,yes,no,no
32,technician,single,no,309,yes,yes,no
29,admin.,divorced,no,589,yes,no,no
31,blue-collar,married,no,382,yes,no,no
41,admin.,married,no,1597,yes,no,no
49,blue-collar,divorced,no,-464,yes,no,no
57,blue-collar,divorced,no,5041,yes,no,no
34,technician,single,no,486,yes,no,no
43,blue-collar,married,no,985,yes,no,no
42,blue-collar,married,no,665,yes,no,no
28,management,married,no,577,yes,no,no
46,blue-collar,married,no,624,yes,no,no
33,self-employed,married,no,666,yes,no,no
39,blue-collar,married,no,467,yes,no,no
29,blue-collar,single,no,2553,yes,no,no
39,management,married,no,63,yes,no,no
33,management,single,no,-665,yes,yes,no
34,technician,married,no,352,yes,no,no
28,blue-collar,married,no,5542,yes,no,no
52,admin.,married,no,979,yes,no,no
31,technician,single,no,2530,yes,no,no
37,management,single,no,-670,yes,no,no
33,blue-collar,married,no,1209,yes,no,no
42,blue-collar,married,no,244,yes,no,no
37,services,married,no,345,yes,yes,no
36,management,single,no,937,yes,no,no
36,blue-collar,divorced,no,3102,yes,no,no
54,blue-collar,married,no,2110,yes,no,no
29,blue-collar,single,no,13654,yes,yes,no
58,blue-collar,married,no,8195,yes,no,no
38,admin.,married,no,1933,yes,no,no
33,blue-collar,married,no,359,yes,yes,no
52,entrepreneur,single,no,3469,yes,no,yes
50,blue-collar,married,no,825,yes,no,no
39,management,divorced,no,267,yes,yes,no
35,services,single,no,1063,yes,yes,no
23,blue-collar,married,no,1158,yes,no,no
38,blue-collar,married,no,290,yes,no,no
30,management,single,no,726,yes,no,no
47,technician,married,no,-54,yes,no,no
26,blue-collar,single,no,2669,yes,no,no
33,blue-collar,single,no,778,yes,no,no
31,blue-collar,married,no,1981,yes,no,no
37,management,single,no,8311,yes,no,no
35,admin.,single,no,-101,yes,no,no
38,services,divorced,no,904,yes,no,no
39,blue-collar,married,no,200,yes,no,no
24,blue-collar,single,no,525,yes,no,no
37,technician,divorced,no,1762,yes,no,no
39,services,divorced,no,1957,yes,yes,no
31,management,single,no,816,yes,no,no
20,blue-collar,single,no,423,yes,no,yes
31,services,divorced,no,81,yes,no,no
33,management,married,no,322,yes,no,no
28,services,single,no,94,yes,no,no
36,management,married,no,2687,no,no,no
56,blue-collar,single,no,6483,yes,no,no
28,admin.,married,no,-1,yes,no,no
43,blue-collar,married,no,1123,yes,no,no
35,technician,married,no,545,yes,no,yes
25,blue-collar,single,no,431,yes,no,no
29,technician,single,no,525,yes,no,no
47,admin.,married,no,3480,no,no,yes
39,management,divorced,no,-17,no,no,no
51,blue-collar,married,no,2964,yes,no,no
48,technician,married,no,-251,no,no,no
37,management,single,no,504,yes,no,no
31,technician,married,no,183,no,no,yes
40,services,single,no,2284,yes,no,no
51,management,single,no,2523,yes,no,no
29,blue-collar,married,no,10045,yes,no,no
47,blue-collar,married,no,327,yes,no,no
37,management,married,no,1300,yes,no,no
46,blue-collar,single,no,96,yes,no,no
25,management,single,no,3,yes,yes,yes
32,admin.,married,no,1078,yes,no,no
34,management,single,no,1534,yes,no,no
30,unemployed,single,no,0,yes,no,no
54,housemaid,married,no,736,yes,no,no
33,self-employed,single,no,1354,yes,no,no
40,blue-collar,married,no,887,yes,no,no
33,unemployed,married,no,302,yes,yes,no
49,services,married,no,2416,yes,no,yes
35,management,divorced,no,3751,yes,no,no
24,student,married,no,146,no,no,no
37,unemployed,divorced,no,1592,yes,no,no
35,blue-collar,married,no,485,yes,no,no
54,blue-collar,married,no,0,no,no,no
39,management,married,no,691,yes,yes,no
51,entrepreneur,married,no,0,yes,yes,no
36,blue-collar,married,no,2774,yes,no,no
30,management,single,no,424,no,no,yes
37,technician,married,no,952,yes,no,no
55,management,single,no,111,no,no,no
30,admin.,married,no,9,yes,yes,no
35,blue-collar,single,no,0,yes,no,yes
57,admin.,divorced,no,207,yes,no,no
47,entrepreneur,married,no,1375,yes,no,no
44,management,married,no,294,no,no,yes
38,technician,married,no,1004,yes,no,no
36,admin.,single,no,1414,yes,no,no
48,services,married,no,543,yes,no,no
41,blue-collar,married,no,795,yes,yes,no
46,services,married,no,1550,yes,no,no
35,management,single,no,824,yes,no,no
45,management,divorced,no,1144,yes,no,no
38,blue-collar,married,no,1576,yes,no,no
74,retired,married,no,3771,no,no,no
33,management,married,no,2441,yes,yes,no
34,management,married,no,934,yes,no,no
42,blue-collar,married,no,1598,yes,yes,yes
30,blue-collar,single,no,445,yes,no,no
31,admin.,single,no,68,yes,no,no
40,self-employed,married,no,31,yes,no,no
32,blue-collar,single,no,528,yes,no,no
31,blue-collar,single,no,1205,yes,no,no
36,management,married,no,753,no,no,no
29,admin.,married,no,2121,no,no,no
48,blue-collar,married,no,741,yes,no,no
27,blue-collar,married,no,2171,yes,no,no
38,technician,divorced,no,0,yes,no,no
31,blue-collar,single,no,770,yes,no,no
28,admin.,married,no,1428,yes,no,no
30,admin.,married,no,26,yes,no,no
29,management,single,no,268,no,no,yes
35,blue-collar,married,no,4319,no,no,no
37,management,married,no,26,no,no,no
42,admin.,married,no,8238,yes,yes,no
31,blue-collar,single,no,855,yes,no,no
35,management,married,no,0,yes,no,no
50,entrepreneur,married,no,854,no,no,no
40,technician,married,no,644,yes,no,no
38,blue-collar,divorced,no,614,yes,no,no
30,admin.,single,no,818,yes,yes,no
27,technician,single,no,274,yes,no,no
42,technician,divorced,no,214,no,no,yes
54,blue-collar,married,no,3170,yes,no,no
43,technician,married,no,-932,yes,no,no
30,technician,single,no,198,yes,no,no
48,management,single,no,430,yes,no,no
51,admin.,divorced,no,212,yes,yes,no
20,student,single,no,1681,no,no,no
45,housemaid,married,no,3512,no,no,no
43,management,married,no,240,yes,no,yes
38,technician,single,no,9610,yes,no,no
50,blue-collar,married,no,180,yes,no,no
56,admin.,married,no,51,yes,yes,no
53,services,married,no,-2,yes,yes,no
31,admin.,married,no,297,yes,no,no
49,blue-collar,married,no,1019,yes,no,no
36,technician,single,no,2511,yes,no,yes
32,self-employed,single,no,519,yes,no,no
43,blue-collar,married,no,2519,yes,no,no
29,admin.,married,no,300,yes,no,no
38,admin.,married,no,281,yes,no,no
36,management,single,no,4788,yes,no,no
50,services,married,no,-197,yes,no,no
35,technician,married,no,783,yes,no,no
36,blue-collar,single,no,736,yes,no,no
37,technician,married,no,0,yes,no,no
47,management,married,no,5012,yes,no,no
36,technician,single,no,470,yes,no,no
43,admin.,married,no,1138,no,no,no
48,blue-collar,married,no,113,yes,no,no
41,admin.,single,no,669,yes,no,no
36,blue-collar,married,no,1790,yes,no,no
42,blue-collar,married,no,1154,yes,no,no
37,blue-collar,married,no,2848,yes,no,no
31,management,single,no,319,yes,no,no
26,technician,married,no,-277,yes,no,no
44,management,divorced,no,2422,yes,no,no
35,admin.,divorced,no,951,yes,no,no
47,management,married,no,109,yes,no,no
42,blue-collar,married,no,560,yes,yes,no
36,technician,married,no,4596,yes,no,yes
37,admin.,single,no,0,yes,no,no
24,admin.,single,no,60,yes,no,no
32,services,married,no,1273,yes,no,yes
32,management,married,no,5,yes,no,no
35,services,married,no,6,yes,yes,no
44,services,divorced,no,35,yes,no,no
35,management,married,no,1473,yes,yes,no
38,self-employed,married,no,2084,yes,no,no
42,services,married,no,1027,yes,no,no
48,admin.,single,no,6627,yes,no,no
33,blue-collar,single,no,1036,yes,yes,no
36,admin.,single,no,918,yes,no,no
49,blue-collar,married,no,2015,yes,no,no
26,technician,single,no,1216,yes,no,no
39,blue-collar,married,no,2366,yes,no,no
32,management,single,no,301,yes,no,no
38,technician,married,no,183,yes,no,no
32,services,married,no,1167,yes,yes,no
39,admin.,married,no,-367,yes,no,no
29,technician,single,no,828,yes,no,no
40,blue-collar,married,no,-214,yes,no,no
43,blue-collar,married,no,601,yes,no,no
42,blue-collar,married,no,695,yes,no,no
20,student,single,no,4137,yes,no,no
33,technician,single,no,617,yes,no,no
38,management,married,no,516,yes,no,no
36,technician,married,no,3350,yes,no,no
53,admin.,married,no,3703,yes,no,no
32,blue-collar,married,no,5511,no,no,no
41,blue-collar,married,no,-692,yes,no,no
35,management,divorced,no,124,yes,no,no
34,management,single,no,395,yes,no,no
47,entrepreneur,divorced,no,392,yes,yes,no
31,admin.,married,no,4457,yes,no,no
30,technician,single,no,411,yes,no,no
54,technician,married,no,3994,no,yes,yes
38,services,married,no,4582,yes,no,no
42,technician,divorced,no,611,yes,no,no
32,entrepreneur,divorced,no,1121,yes,yes,no
34,technician,married,no,1524,yes,no,no
38,management,married,no,1617,yes,no,no
36,blue-collar,married,no,866,yes,no,no
39,services,divorced,no,2140,yes,no,no
41,admin.,single,no,431,yes,no,no
50,management,married,no,469,no,no,yes
24,admin.,married,no,0,yes,no,no
45,blue-collar,married,no,2958,yes,no,no
33,technician,married,no,67,yes,no,no
27,technician,single,no,639,yes,no,no
24,blue-collar,single,no,630,yes,no,no
35,blue-collar,single,no,0,yes,no,no
34,blue-collar,married,no,2720,yes,no,no
39,management,single,no,0,yes,no,no
32,technician,single,no,14,yes,yes,no
34,self-employed,single,no,1943,yes,no,no
41,blue-collar,married,no,433,yes,no,no
42,admin.,married,no,12,yes,no,no
54,services,divorced,no,0,yes,no,no
66,retired,married,no,525,no,no,no
35,admin.,married,no,160,yes,yes,no
39,admin.,divorced,no,284,yes,yes,no
41,admin.,married,no,-76,yes,no,no
77,retired,divorced,no,639,no,no,no
42,self-employed,married,no,52,yes,no,no
42,admin.,single,no,734,yes,no,no
43,blue-collar,married,no,245,yes,no,no
